property_id	tool	suite	target_id	query_or_lemma	property_kind	expected_status
pv-original-leak_sskemsk-q04	proverif	proverif-original	LEAK_SSKEMSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_sskemsk-q05	proverif	proverif-original	LEAK_SSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_sskemsk-q06	proverif	proverif-original	LEAK_SSKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-original-leak_kemsk_ekemsk-q01	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_kemsk_ekemsk-q02	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_kemsk_ekemsk-q03	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_kemsk_ekemsk-q04	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_kemsk_ekemsk-q05	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
pv-original-leak_kemsk_ekemsk-q06	proverif	proverif-original	LEAK_KEMSK_EKEMSK	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
pv-original-leak_all_receiver_secrets-q01	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
pv-original-leak_all_receiver_secrets-q02	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
pv-original-leak_all_receiver_secrets-q03	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
pv-original-leak_all_receiver_secrets-q04	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
pv-original-leak_all_receiver_secrets-q05	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	falsified_universal_property	false
pv-original-leak_all_receiver_secrets-q06	proverif	proverif-original	LEAK_ALL_RECEIVER_SECRETS	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
pv-hmac-hmac_baseline-q01	proverif	proverif-hmac	HMAC_BASELINE	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
m4-pv-hmac-hmac_baseline-q01	proverif	proverif-hmac	HMAC_BASELINE	queryk:session_key;event(HonestRun(k)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_baseline-q02	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	direct_theorem	true
m4-pv-hmac-hmac_baseline-q02	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_baseline-q03	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
m4-pv-hmac-hmac_baseline-q03	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_baseline-q04	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
m4-pv-hmac-hmac_baseline-q04	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_baseline-q05	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
m4-pv-hmac-hmac_baseline-q05	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_baseline-q06	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	direct_theorem	true
m4-pv-hmac-hmac_baseline-q06	proverif	proverif-hmac	HMAC_BASELINE	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_component-q01	proverif	proverif-hmac	HMAC_COMPONENT	queryA:agent,B:agent,cts:skem_ct,Ks:shared_secret;event(SplitKemAccepted(B,A,cts,Ks))==>event(SenderSplitKemComponent(A,B,cts,Ks)).	structural_result	true
m4-pv-hmac-hmac_component-q01	proverif	proverif-hmac	HMAC_COMPONENT	queryA:agent,B:agent,cts:skem_ct,Ks:shared_secret;event(SplitKemAccepted(B,A,cts,Ks))==>event(SenderSplitKemComponent(A,B,cts,Ks)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q01	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryk:session_key;event(HonestRun(k)).	non_vacuity	false
m4-pv-hmac-hmac_leak_sigsk_a-q01	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryk:session_key;event(HonestRun(k)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q02	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	falsified_universal_property	false
m4-pv-hmac-hmac_leak_sigsk_a-q02	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SendDone(A,B,s,k)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q03	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	structural_result	true
m4-pv-hmac-hmac_leak_sigsk_a-q03	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,sp:sender_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(SenderPrekeyVerified(B,A,sp)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q04	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	structural_result	true
m4-pv-hmac-hmac_leak_sigsk_a-q04	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,rp:receiver_prekey_bundle,s:sid_t,k:session_key;event(RecvDone(B,A,s,k))==>event(ReceiverLocalPrekeyUsed(B,A,rp)).	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q05	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	direct_theorem	true
m4-pv-hmac-hmac_leak_sigsk_a-q05	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(SenderKey(A,B,s,k))==>false.	scope_declaration	not_run_out_of_scope
pv-hmac-hmac_leak_sigsk_a-q06	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	falsified_universal_property	false
m4-pv-hmac-hmac_leak_sigsk_a-q06	proverif	proverif-hmac	HMAC_LEAK_SIGSK_A	queryA:agent,B:agent,s:sid_t,k:session_key;attacker(k)&&event(ReceiverKey(B,A,s,k))==>false.	scope_declaration	not_run_out_of_scope
